salesorderid,salesorderitem,productid,currency_item,grossamount_item,netamount_item,taxamount_item,quantity,quantityunit,deliverydate,createdby,createdat,fiscalyearperiod,partnerid,salesorg,grossamount_order,netamount_order,taxamount_order,deliverystatus,companyname,prodcategoryid,city,street,country,region,latitude,longitude,short_descr
500000048,60,BX-1011,USD,249,217.875,31.125,1,EA,2018-05-05,6,2018-03-21,2018003,100000014,EMEA,60113,52598.875,7514.125,C,Keep Cycling,BX,London,Guild Street,GB,EMEA,51.515982,-0.091245,BMX
500000048,70,MB-1032,USD,1299,1136.625,162.375,8,EA,2018-05-05,6,2018-03-21,2018003,100000014,EMEA,60113,52598.875,7514.125,C,Keep Cycling,MB,London,Guild Street,GB,EMEA,51.515982,-0.091245,Mountain Bike
500000048,80,CC-1021,USD,1144,1001.0,143.0,5,EA,2018-05-05,6,2018-03-21,2018003,100000014,EMEA,60113,52598.875,7514.125,C,Keep Cycling,CC,London,Guild Street,GB,EMEA,51.515982,-0.091245,Cyclo-cross Bike
500000049,10,CB-1161,USD,399,349.125,49.875,8,EA,2018-05-18,8,2018-03-21,2018003,100000009,EMEA,75646,66190.25,9455.75,C,Meine Bicycle,CB,Augsburg,Sonnenallee,DE,EMEA,48.370625,10.893961,Cruiser
500000049,20,BX-1011,USD,249,217.875,31.125,1,EA,2018-05-18,8,2018-03-21,2018003,100000009,EMEA,75646,66190.25,9455.75,C,Meine Bicycle,BX,Augsburg,Sonnenallee,DE,EMEA,48.370625,10.893961,BMX
500000049,30,HB-1172,USD,799,699.125,99.875,9,EA,2018-05-18,8,2018-03-21,2018003,100000009,EMEA,75646,66190.25,9455.75,C,Meine Bicycle,HB,Augsburg,Sonnenallee,DE,EMEA,48.370625,10.893961,Hybrid Bike
500000049,40,BX-1011,USD,249,217.875,31.125,3,EA,2018-05-18,8,2018-03-21,2018003,100000009,EMEA,75646,66190.25,9455.75,C,Meine Bicycle,BX,Augsburg,Sonnenallee,DE,EMEA,48.370625,10.893961,BMX
500000049,50,DB-1081,USD,1499,1311.625,187.375,8,EA,2018-05-18,8,2018-03-21,2018003,100000009,EMEA,75646,66190.25,9455.75,C,Meine Bicycle,DB,Augsburg,Sonnenallee,DE,EMEA,48.370625,10.893961,Downhill Bike
500000049,60,RC-1057,USD,4999,4374.125,624.875,5,EA,2018-05-18,8,2018-03-21,2018003,100000009,EMEA,75646,66190.25,9455.75,C,Meine Bicycle,RC,Augsburg,Sonnenallee,DE,EMEA,48.370625,10.893961,Racing Bike
500000049,70,DB-1081,USD,1499,1311.625,187.375,10,EA,2018-05-18,8,2018-03-21,2018003,100000009,EMEA,75646,66190.25,9455.75,C,Meine Bicycle,DB,Augsburg,Sonnenallee,DE,EMEA,48.370625,10.893961,Downhill Bike
500000049,80,BX-1015,USD,299,261.625,37.375,6,EA,2018-05-18,8,2018-03-21,2018003,100000009,EMEA,75646,66190.25,9455.75,C,Meine Bicycle,BX,Augsburg,Sonnenallee,DE,EMEA,48.370625,10.893961,BMX
500000049,90,BX-1011,USD,249,217.875,31.125,2,EA,2018-05-18,8,2018-03-21,2018003,100000009,EMEA,75646,66190.25,9455.75,C,Meine Bicycle,BX,Augsburg,Sonnenallee,DE,EMEA,48.370625,10.893961,BMX
500000049,100,RC-1057,USD,4999,4374.125,624.875,2,EA,2018-05-18,8,2018-03-21,2018003,100000009,EMEA,75646,66190.25,9455.75,C,Meine Bicycle,RC,Augsburg,Sonnenallee,DE,EMEA,48.370625,10.893961,Racing Bike
500000050,10,DB-1083,USD,1199,1049.125,149.875,4,EA,2018-05-12,4,2018-03-24,2018003,100000020,APJ,56388,49339.5,7048.5,C,Cycle World,DB,Mumbai,Rahul Enclave,IN,APJ,19.31394,72.857565,Downhill Bike
500000050,20,CB-1161,USD,399,349.125,49.875,8,EA,2018-05-12,4,2018-03-24,2018003,100000020,APJ,56388,49339.5,7048.5,C,Cycle World,CB,Mumbai,Rahul Enclave,IN,APJ,19.31394,72.857565,Cruiser
500000050,30,EB-1134,USD,4800,4200.0,600.0,8,EA,2018-05-12,4,2018-03-24,2018003,100000020,APJ,56388,49339.5,7048.5,C,Cycle World,EB,Mumbai,Rahul Enclave,IN,APJ,19.31394,72.857565,eBike
500000050,40,EB-1136,USD,5000,4375.0,625.0,2,EA,2018-05-12,4,2018-03-24,2018003,100000020,APJ,56388,49339.5,7048.5,C,Cycle World,EB,Mumbai,Rahul Enclave,IN,APJ,19.31394,72.857565,eBike
500000051,10,BX-1011,USD,249,217.875,31.125,8,EA,2018-05-11,4,2018-03-27,2018003,100000021,APJ,21980,19232.5,2747.5,C,High Tech Sports Inc,BX,Hyderabad,Nampally,IN,APJ,17.385758,78.467547,BMX
500000051,20,DB-1083,USD,1199,1049.125,149.875,5,EA,2018-05-11,4,2018-03-27,2018003,100000021,APJ,21980,19232.5,2747.5,C,High Tech Sports Inc,DB,Hyderabad,Nampally,IN,APJ,17.385758,78.467547,Downhill Bike
500000051,30,RC-1055,USD,1999,1749.125,249.875,7,EA,2018-05-11,4,2018-03-27,2018003,100000021,APJ,21980,19232.5,2747.5,C,High Tech Sports Inc,RC,Hyderabad,Nampally,IN,APJ,17.385758,78.467547,Racing Bike
500000052,10,HB-1173,USD,649,567.875,81.125,1,EA,2018-05-31,5,2018-03-28,2018003,100000022,APJ,15643,13687.625,1955.375,C,Tires On Fire,HB,Mumbai,Rewa Fort Colony,IN,APJ,19.046575,72.864262,Hybrid Bike
500000052,20,RC-1051,USD,2499,2186.625,312.375,6,EA,2018-05-31,5,2018-03-28,2018003,100000022,APJ,15643,13687.625,1955.375,C,Tires On Fire,RC,Mumbai,Rewa Fort Colony,IN,APJ,19.046575,72.864262,Racing Bike
500000053,10,CB-1161,USD,399,349.125,49.875,10,EA,2018-05-27,2,2018-03-29,2018003,100000039,EMEA,23778,20805.75,2972.25,C,Eiffel Bikes,CB,Paris,rue Nationale,FR,EMEA,48.827364,2.366021,Cruiser
500000053,20,MB-1032,USD,1299,1136.625,162.375,6,EA,2018-05-27,2,2018-03-29,2018003,100000039,EMEA,23778,20805.75,2972.25,C,Eiffel Bikes,MB,Paris,rue Nationale,FR,EMEA,48.827364,2.366021,Mountain Bike
500000053,30,RC-1055,USD,1999,1749.125,249.875,6,EA,2018-05-27,2,2018-03-29,2018003,100000039,EMEA,23778,20805.75,2972.25,C,Eiffel Bikes,RC,Paris,rue Nationale,FR,EMEA,48.827364,2.366021,Racing Bike
500000054,10,CC-1021,USD,1144,1001.0,143.0,3,EA,2018-06-01,9,2018-03-30,2018003,100000030,AMER,37718,33003.25,4714.75,C,Hudson SportsTec,CC,Borden,St. John Street,CA,AMER,47.595469,-52.703448,Cyclo-cross Bike
500000054,20,DB-1081,USD,1499,1311.625,187.375,5,EA,2018-06-01,9,2018-03-30,2018003,100000030,AMER,37718,33003.25,4714.75,C,Hudson SportsTec,DB,Borden,St. John Street,CA,AMER,47.595469,-52.703448,Downhill Bike
500000054,30,RC-1052,USD,3999,3499.125,499.875,5,EA,2018-06-01,9,2018-03-30,2018003,100000030,AMER,37718,33003.25,4714.75,C,Hudson SportsTec,RC,Borden,St. John Street,CA,AMER,47.595469,-52.703448,Racing Bike
500000054,40,HB-1172,USD,799,699.125,99.875,4,EA,2018-06-01,9,2018-03-30,2018003,100000030,AMER,37718,33003.25,4714.75,C,Hudson SportsTec,HB,Borden,St. John Street,CA,AMER,47.595469,-52.703448,Hybrid Bike
500000054,50,CC-1022,USD,1200,1050.0,150.0,3,EA,2018-06-01,9,2018-03-30,2018003,100000030,AMER,37718,33003.25,4714.75,C,Hudson SportsTec,CC,Borden,St. John Street,CA,AMER,47.595469,-52.703448,Cyclo-cross Bike
500000055,10,BX-1011,USD,249,217.875,31.125,3,EA,2018-05-18,3,2018-04-01,2018004,100000014,EMEA,70615,61788.125,8826.875,C,Keep Cycling,BX,London,Guild Street,GB,EMEA,51.515982,-0.091245,BMX
500000055,20,RC-1052,USD,3999,3499.125,499.875,3,EA,2018-05-18,3,2018-04-01,2018004,100000014,EMEA,70615,61788.125,8826.875,C,Keep Cycling,RC,London,Guild Street,GB,EMEA,51.515982,-0.091245,Racing Bike
500000055,30,RC-1052,USD,3999,3499.125,499.875,1,EA,2018-05-18,3,2018-04-01,2018004,100000014,EMEA,70615,61788.125,8826.875,C,Keep Cycling,RC,London,Guild Street,GB,EMEA,51.515982,-0.091245,Racing Bike
500000055,40,RC-1051,USD,2499,2186.625,312.375,2,EA,2018-05-18,3,2018-04-01,2018004,100000014,EMEA,70615,61788.125,8826.875,C,Keep Cycling,RC,London,Guild Street,GB,EMEA,51.515982,-0.091245,Racing Bike
500000055,50,RC-1053,USD,4599,4024.125,574.875,10,EA,2018-05-18,3,2018-04-01,2018004,100000014,EMEA,70615,61788.125,8826.875,C,Keep Cycling,RC,London,Guild Street,GB,EMEA,51.515982,-0.091245,Racing Bike
500000055,60,RO-1003,USD,721,630.875,90.125,4,EA,2018-05-18,3,2018-04-01,2018004,100000014,EMEA,70615,61788.125,8826.875,C,Keep Cycling,RO,London,Guild Street,GB,EMEA,51.515982,-0.091245,Road Bike
500000056,10,EB-1135,USD,3000,2625.0,375.0,4,EA,2018-06-08,1,2018-04-03,2018004,100000033,AMER,98082,85821.75,12260.25,C,Move by Bike,EB,Schefferville,rue des Églises Est,CA,AMER,54.809261,-66.815519,eBike
500000056,20,EB-1134,USD,4800,4200.0,600.0,8,EA,2018-06-08,1,2018-04-03,2018004,100000033,AMER,98082,85821.75,12260.25,C,Move by Bike,EB,Schefferville,rue des Églises Est,CA,AMER,54.809261,-66.815519,eBike
500000056,30,EB-1134,USD,4800,4200.0,600.0,4,EA,2018-06-08,1,2018-04-03,2018004,100000033,AMER,98082,85821.75,12260.25,C,Move by Bike,EB,Schefferville,rue des Églises Est,CA,AMER,54.809261,-66.815519,eBike
500000056,40,CB-1161,USD,399,349.125,49.875,1,EA,2018-06-08,1,2018-04-03,2018004,100000033,AMER,98082,85821.75,12260.25,C,Move by Bike,CB,Schefferville,rue des Églises Est,CA,AMER,54.809261,-66.815519,Cruiser
500000056,50,EB-1134,USD,4800,4200.0,600.0,5,EA,2018-06-08,1,2018-04-03,2018004,100000033,AMER,98082,85821.75,12260.25,C,Move by Bike,EB,Schefferville,rue des Églises Est,CA,AMER,54.809261,-66.815519,eBike
500000056,60,CB-1163,USD,288,252.0,36.0,7,EA,2018-06-08,1,2018-04-03,2018004,100000033,AMER,98082,85821.75,12260.25,C,Move by Bike,CB,Schefferville,rue des Églises Est,CA,AMER,54.809261,-66.815519,Cruiser
500000056,70,RO-1002,USD,689,602.875,86.125,3,EA,2018-06-08,1,2018-04-03,2018004,100000033,AMER,98082,85821.75,12260.25,C,Move by Bike,RO,Schefferville,rue des Églises Est,CA,AMER,54.809261,-66.815519,Road Bike
500000057,10,RO-1002,USD,689,602.875,86.125,2,EA,2018-05-28,9,2018-04-06,2018004,100000034,AMER,29441,25760.875,3680.125,C,TechCycle,RO,Toronto,Adelaide St,CA,AMER,43.647763,-79.391022,Road Bike
500000057,20,HB-1171,USD,699,611.625,87.375,4,EA,2018-05-28,9,2018-04-06,2018004,100000034,AMER,29441,25760.875,3680.125,C,TechCycle,HB,Toronto,Adelaide St,CA,AMER,43.647763,-79.391022,Hybrid Bike
500000057,30,HB-1175,USD,899,786.625,112.375,2,EA,2018-05-28,9,2018-04-06,2018004,100000034,AMER,29441,25760.875,3680.125,C,TechCycle,HB,Toronto,Adelaide St,CA,AMER,43.647763,-79.391022,Hybrid Bike
500000057,40,CB-1163,USD,288,252.0,36.0,5,EA,2018-05-28,9,2018-04-06,2018004,100000034,AMER,29441,25760.875,3680.125,C,TechCycle,CB,Toronto,Adelaide St,CA,AMER,43.647763,-79.391022,Cruiser
500000057,50,HB-1174,USD,379,331.625,47.375,9,EA,2018-05-28,9,2018-04-06,2018004,100000034,AMER,29441,25760.875,3680.125,C,TechCycle,HB,Toronto,Adelaide St,CA,AMER,43.647763,-79.391022,Hybrid Bike
500000057,60,EB-1131,USD,1500,1312.5,187.5,7,EA,2018-05-28,9,2018-04-06,2018004,100000034,AMER,29441,25760.875,3680.125,C,TechCycle,EB,Toronto,Adelaide St,CA,AMER,43.647763,-79.391022,eBike
500000057,70,HB-1176,USD,1199,1049.125,149.875,2,EA,2018-05-28,9,2018-04-06,2018004,100000034,AMER,29441,25760.875,3680.125,C,TechCycle,HB,Toronto,Adelaide St,CA,AMER,43.647763,-79.391022,Hybrid Bike
500000057,80,CC-1021,USD,1144,1001.0,143.0,5,EA,2018-05-28,9,2018-04-06,2018004,100000034,AMER,29441,25760.875,3680.125,C,TechCycle,CC,Toronto,Adelaide St,CA,AMER,43.647763,-79.391022,Cyclo-cross Bike
500000058,10,MB-1033,USD,3999,3499.125,499.875,3,EA,2018-05-30,7,2018-04-07,2018004,100000000,AMER,82715,72375.625,10339.375,C,All For Bikes,MB,West Nyack,Settlers Lane,US,AMER,41.100057,-73.973562,Mountain Bike
500000058,20,CB-1163,USD,288,252.0,36.0,6,EA,2018-05-30,7,2018-04-07,2018004,100000000,AMER,82715,72375.625,10339.375,C,All For Bikes,CB,West Nyack,Settlers Lane,US,AMER,41.100057,-73.973562,Cruiser
500000058,30,CB-1163,USD,288,252.0,36.0,8,EA,2018-05-30,7,2018-04-07,2018004,100000000,AMER,82715,72375.625,10339.375,C,All For Bikes,CB,West Nyack,Settlers Lane,US,AMER,41.100057,-73.973562,Cruiser
500000058,40,EB-1133,USD,2250,1968.75,281.25,9,EA,2018-05-30,7,2018-04-07,2018004,100000000,AMER,82715,72375.625,10339.375,C,All For Bikes,EB,West Nyack,Settlers Lane,US,AMER,41.100057,-73.973562,eBike
500000058,50,HB-1176,USD,1199,1049.125,149.875,1,EA,2018-05-30,7,2018-04-07,2018004,100000000,AMER,82715,72375.625,10339.375,C,All For Bikes,HB,West Nyack,Settlers Lane,US,AMER,41.100057,-73.973562,Hybrid Bike
500000058,60,MB-1033,USD,3999,3499.125,499.875,4,EA,2018-05-30,7,2018-04-07,2018004,100000000,AMER,82715,72375.625,10339.375,C,All For Bikes,MB,West Nyack,Settlers Lane,US,AMER,41.100057,-73.973562,Mountain Bike
500000058,70,EB-1133,USD,2250,1968.75,281.25,5,EA,2018-05-30,7,2018-04-07,2018004,100000000,AMER,82715,72375.625,10339.375,C,All For Bikes,EB,West Nyack,Settlers Lane,US,AMER,41.100057,-73.973562,eBike
500000058,80,RC-1055,USD,1999,1749.125,249.875,9,EA,2018-05-30,7,2018-04-07,2018004,100000000,AMER,82715,72375.625,10339.375,C,All For Bikes,RC,West Nyack,Settlers Lane,US,AMER,41.100057,-73.973562,Racing Bike
500000059,10,RO-1001,USD,525,459.375,65.625,2,EA,2018-06-04,2,2018-04-10,2018004,100000009,EMEA,50763,44417.625,6345.375,C,Meine Bicycle,RO,Augsburg,Sonnenallee,DE,EMEA,48.370625,10.893961,Road Bike
500000059,20,RC-1052,USD,3999,3499.125,499.875,5,EA,2018-06-04,2,2018-04-10,2018004,100000009,EMEA,50763,44417.625,6345.375,C,Meine Bicycle,RC,Augsburg,Sonnenallee,DE,EMEA,48.370625,10.893961,Racing Bike
500000059,30,MB-1031,USD,649,567.875,81.125,8,EA,2018-06-04,2,2018-04-10,2018004,100000009,EMEA,50763,44417.625,6345.375,C,Meine Bicycle,MB,Augsburg,Sonnenallee,DE,EMEA,48.370625,10.893961,Mountain Bike
500000059,40,HB-1174,USD,379,331.625,47.375,8,EA,2018-06-04,2,2018-04-10,2018004,100000009,EMEA,50763,44417.625,6345.375,C,Meine Bicycle,HB,Augsburg,Sonnenallee,DE,EMEA,48.370625,10.893961,Hybrid Bike
500000059,50,BX-1011,USD,249,217.875,31.125,6,EA,2018-06-04,2,2018-04-10,2018004,100000009,EMEA,50763,44417.625,6345.375,C,Meine Bicycle,BX,Augsburg,Sonnenallee,DE,EMEA,48.370625,10.893961,BMX
500000059,60,EB-1136,USD,5000,4375.0,625.0,4,EA,2018-06-04,2,2018-04-10,2018004,100000009,EMEA,50763,44417.625,6345.375,C,Meine Bicycle,EB,Augsburg,Sonnenallee,DE,EMEA,48.370625,10.893961,eBike
500000060,10,EB-1134,USD,4800,4200.0,600.0,2,EA,2018-05-27,4,2018-04-13,2018004,100000015,APJ,55380,48457.5,6922.5,C,iCare Australia,EB,Kitoba,Raglan Street,AU,APJ,-26.073321,151.859836,eBike
500000060,20,EB-1131,USD,1500,1312.5,187.5,7,EA,2018-05-27,4,2018-04-13,2018004,100000015,APJ,55380,48457.5,6922.5,C,iCare Australia,EB,Kitoba,Raglan Street,AU,APJ,-26.073321,151.859836,eBike
500000060,30,RC-1055,USD,1999,1749.125,249.875,5,EA,2018-05-27,4,2018-04-13,2018004,100000015,APJ,55380,48457.5,6922.5,C,iCare Australia,RC,Kitoba,Raglan Street,AU,APJ,-26.073321,151.859836,Racing Bike
500000060,40,CB-1163,USD,288,252.0,36.0,1,EA,2018-05-27,4,2018-04-13,2018004,100000015,APJ,55380,48457.5,6922.5,C,iCare Australia,CB,Kitoba,Raglan Street,AU,APJ,-26.073321,151.859836,Cruiser
500000060,50,MB-1031,USD,649,567.875,81.125,2,EA,2018-05-27,4,2018-04-13,2018004,100000015,APJ,55380,48457.5,6922.5,C,iCare Australia,MB,Kitoba,Raglan Street,AU,APJ,-26.073321,151.859836,Mountain Bike
500000060,60,BX-1013,USD,449,392.875,56.125,10,EA,2018-05-27,4,2018-04-13,2018004,100000015,APJ,55380,48457.5,6922.5,C,iCare Australia,BX,Kitoba,Raglan Street,AU,APJ,-26.073321,151.859836,BMX
500000060,70,CB-1163,USD,288,252.0,36.0,7,EA,2018-05-27,4,2018-04-13,2018004,100000015,APJ,55380,48457.5,6922.5,C,iCare Australia,CB,Kitoba,Raglan Street,AU,APJ,-26.073321,151.859836,Cruiser
500000060,80,MB-1032,USD,1299,1136.625,162.375,4,EA,2018-05-27,4,2018-04-13,2018004,100000015,APJ,55380,48457.5,6922.5,C,iCare Australia,MB,Kitoba,Raglan Street,AU,APJ,-26.073321,151.859836,Mountain Bike
500000060,90,MB-1033,USD,3999,3499.125,499.875,3,EA,2018-05-27,4,2018-04-13,2018004,100000015,APJ,55380,48457.5,6922.5,C,iCare Australia,MB,Kitoba,Raglan Street,AU,APJ,-26.073321,151.859836,Mountain Bike
500000061,10,EB-1134,USD,4800,4200.0,600.0,5,EA,2018-05-29,3,2018-04-15,2018004,100000008,EMEA,52312,45773.0,6539.0,C,Tona Bikes AG,EB,Marne,An Der Urania,DE,EMEA,53.952609,9.018139,eBike
500000061,20,BX-1015,USD,299,261.625,37.375,3,EA,2018-05-29,3,2018-04-15,2018004,100000008,EMEA,52312,45773.0,6539.0,C,Tona Bikes AG,BX,Marne,An Der Urania,DE,EMEA,53.952609,9.018139,BMX
500000061,30,CC-1023,USD,1361,1190.875,170.125,4,EA,2018-05-29,3,2018-04-15,2018004,100000008,EMEA,52312,45773.0,6539.0,C,Tona Bikes AG,CC,Marne,An Der Urania,DE,EMEA,53.952609,9.018139,Cyclo-cross Bike
500000061,40,HB-1172,USD,799,699.125,99.875,8,EA,2018-05-29,3,2018-04-15,2018004,100000008,EMEA,52312,45773.0,6539.0,C,Tona Bikes AG,HB,Marne,An Der Urania,DE,EMEA,53.952609,9.018139,Hybrid Bike
500000061,50,HB-1173,USD,649,567.875,81.125,5,EA,2018-05-29,3,2018-04-15,2018004,100000008,EMEA,52312,45773.0,6539.0,C,Tona Bikes AG,HB,Marne,An Der Urania,DE,EMEA,53.952609,9.018139,Hybrid Bike
500000061,60,HB-1173,USD,649,567.875,81.125,7,EA,2018-05-29,3,2018-04-15,2018004,100000008,EMEA,52312,45773.0,6539.0,C,Tona Bikes AG,HB,Marne,An Der Urania,DE,EMEA,53.952609,9.018139,Hybrid Bike
500000061,70,HB-1175,USD,899,786.625,112.375,6,EA,2018-05-29,3,2018-04-15,2018004,100000008,EMEA,52312,45773.0,6539.0,C,Tona Bikes AG,HB,Marne,An Der Urania,DE,EMEA,53.952609,9.018139,Hybrid Bike
500000061,80,CB-1162,USD,400,350.0,50.0,3,EA,2018-05-29,3,2018-04-15,2018004,100000008,EMEA,52312,45773.0,6539.0,C,Tona Bikes AG,CB,Marne,An Der Urania,DE,EMEA,53.952609,9.018139,Cruiser
500000061,90,CB-1161,USD,399,349.125,49.875,3,EA,2018-05-29,3,2018-04-15,2018004,100000008,EMEA,52312,45773.0,6539.0,C,Tona Bikes AG,CB,Marne,An Der Urania,DE,EMEA,53.952609,9.018139,Cruiser
500000062,10,BX-1014,USD,799,699.125,99.875,2,EA,2018-06-20,11,2018-04-16,2018004,100000003,AMER,1598,1398.25,199.75,C,Atlanta Corp Inc,BX,Chicago,University Drive,US,AMER,41.874591,-87.627303,BMX
500000063,10,MB-1032,USD,1299,1136.625,162.375,5,EA,2018-06-12,9,2018-04-19,2018004,100000004,AMER,157214,137562.25,19651.75,C,Bike World Inc,MB,Ocala,Bagwell Avenue,US,AMER,29.183977,-82.118413,Mountain Bike
500000063,20,MB-1033,USD,3999,3499.125,499.875,7,EA,2018-06-12,9,2018-04-19,2018004,100000004,AMER,157214,137562.25,19651.75,C,Bike World Inc,MB,Ocala,Bagwell Avenue,US,AMER,29.183977,-82.118413,Mountain Bike
500000063,30,EB-1136,USD,5000,4375.0,625.0,6,EA,2018-06-12,9,2018-04-19,2018004,100000004,AMER,157214,137562.25,19651.75,C,Bike World Inc,EB,Ocala,Bagwell Avenue,US,AMER,29.183977,-82.118413,eBike
500000063,40,HB-1174,USD,379,331.625,47.375,10,EA,2018-06-12,9,2018-04-19,2018004,100000004,AMER,157214,137562.25,19651.75,C,Bike World Inc,HB,Ocala,Bagwell Avenue,US,AMER,29.183977,-82.118413,Hybrid Bike
500000063,50,RC-1054,USD,5499,4811.625,687.375,8,EA,2018-06-12,9,2018-04-19,2018004,100000004,AMER,157214,137562.25,19651.75,C,Bike World Inc,RC,Ocala,Bagwell Avenue,US,AMER,29.183977,-82.118413,Racing Bike
500000063,60,CC-1023,USD,1361,1190.875,170.125,4,EA,2018-06-12,9,2018-04-19,2018004,100000004,AMER,157214,137562.25,19651.75,C,Bike World Inc,CC,Ocala,Bagwell Avenue,US,AMER,29.183977,-82.118413,Cyclo-cross Bike
500000063,70,EB-1137,USD,7900,6912.5,987.5,5,EA,2018-06-12,9,2018-04-19,2018004,100000004,AMER,157214,137562.25,19651.75,C,Bike World Inc,EB,Ocala,Bagwell Avenue,US,AMER,29.183977,-82.118413,eBike
500000064,10,CB-1163,USD,288,252.0,36.0,7,EA,2018-06-22,4,2018-04-20,2018004,100000023,APJ,86746,75902.75,10843.25,C,MX Bike,CB,Mumbai,Ambedkar Road,IN,APJ,19.073197,72.826831,Cruiser
500000064,20,BX-1012,USD,399,349.125,49.875,8,EA,2018-06-22,4,2018-04-20,2018004,100000023,APJ,86746,75902.75,10843.25,C,MX Bike,BX,Mumbai,Ambedkar Road,IN,APJ,19.073197,72.826831,BMX
500000064,30,EB-1134,USD,4800,4200.0,600.0,6,EA,2018-06-22,4,2018-04-20,2018004,100000023,APJ,86746,75902.75,10843.25,C,MX Bike,EB,Mumbai,Ambedkar Road,IN,APJ,19.073197,72.826831,eBike
500000064,40,HB-1173,USD,649,567.875,81.125,5,EA,2018-06-22,4,2018-04-20,2018004,100000023,APJ,86746,75902.75,10843.25,C,MX Bike,HB,Mumbai,Ambedkar Road,IN,APJ,19.073197,72.826831,Hybrid Bike
500000064,50,RC-1056,USD,2499,2186.625,312.375,1,EA,2018-06-22,4,2018-04-20,2018004,100000023,APJ,86746,75902.75,10843.25,C,MX Bike,RC,Mumbai,Ambedkar Road,IN,APJ,19.073197,72.826831,Racing Bike
500000064,60,EB-1136,USD,5000,4375.0,625.0,7,EA,2018-06-22,4,2018-04-20,2018004,100000023,APJ,86746,75902.75,10843.25,C,MX Bike,EB,Mumbai,Ambedkar Road,IN,APJ,19.073197,72.826831,eBike
500000064,70,RC-1055,USD,1999,1749.125,249.875,6,EA,2018-06-22,4,2018-04-20,2018004,100000023,APJ,86746,75902.75,10843.25,C,MX Bike,RC,Mumbai,Ambedkar Road,IN,APJ,19.073197,72.826831,Racing Bike
500000065,10,CC-1023,USD,1361,1190.875,170.125,7,EA,2018-06-21,4,2018-04-22,2018004,100000016,APJ,79857,69874.875,9982.125,C,CC SportWorld,CC,Meadow Heights,Creedon Street,AU,APJ,-37.651278,144.923051,Cyclo-cross Bike
500000065,20,EB-1131,USD,1500,1312.5,187.5,8,EA,2018-06-21,4,2018-04-22,2018004,100000016,APJ,79857,69874.875,9982.125,C,CC SportWorld,EB,Meadow Heights,Creedon Street,AU,APJ,-37.651278,144.923051,eBike
500000065,30,BX-1013,USD,449,392.875,56.125,7,EA,2018-06-21,4,2018-04-22,2018004,100000016,APJ,79857,69874.875,9982.125,C,CC SportWorld,BX,Meadow Heights,Creedon Street,AU,APJ,-37.651278,144.923051,BMX
500000065,40,BX-1013,USD,449,392.875,56.125,4,EA,2018-06-21,4,2018-04-22,2018004,100000016,APJ,79857,69874.875,9982.125,C,CC SportWorld,BX,Meadow Heights,Creedon Street,AU,APJ,-37.651278,144.923051,BMX
500000065,50,RC-1057,USD,4999,4374.125,624.875,7,EA,2018-06-21,4,2018-04-22,2018004,100000016,APJ,79857,69874.875,9982.125,C,CC SportWorld,RC,Meadow Heights,Creedon Street,AU,APJ,-37.651278,144.923051,Racing Bike
500000065,60,BX-1016,USD,319,279.125,39.875,8,EA,2018-06-21,4,2018-04-22,2018004,100000016,APJ,79857,69874.875,9982.125,C,CC SportWorld,BX,Meadow Heights,Creedon Street,AU,APJ,-37.651278,144.923051,BMX
500000065,70,HB-1176,USD,1199,1049.125,149.875,3,EA,2018-06-21,4,2018-04-22,2018004,100000016,APJ,79857,69874.875,9982.125,C,CC SportWorld,HB,Meadow Heights,Creedon Street,AU,APJ,-37.651278,144.923051,Hybrid Bike
500000065,80,CC-1023,USD,1361,1190.875,170.125,9,EA,2018-06-21,4,2018-04-22,2018004,100000016,APJ,79857,69874.875,9982.125,C,CC SportWorld,CC,Meadow Heights,Creedon Street,AU,APJ,-37.651278,144.923051,Cyclo-cross Bike
500000066,10,MB-1031,USD,649,567.875,81.125,5,EA,2018-06-06,13,2018-04-24,2018004,100000032,AMER,3245,2839.375,405.625,C,Wichita Sport,MB,Iroquois,Elgin Street,CA,AMER,44.845124,-75.31828,Mountain Bike
500000067,10,EB-1135,USD,3000,2625.0,375.0,8,EA,2018-06-17,6,2018-04-24,2018004,100000029,EMEA,30531,26714.625,3816.375,C,A to Z Fitness,EB,Jebel Ali Free Zone,Box No. 16939,DU,EMEA,24.963277,55.053726,eBike
500000067,20,BX-1014,USD,799,699.125,99.875,2,EA,2018-06-17,6,2018-04-24,2018004,100000029,EMEA,30531,26714.625,3816.375,C,A to Z Fitness,BX,Jebel Ali Free Zone,Box No. 16939,DU,EMEA,24.963277,55.053726,BMX
500000067,30,HB-1172,USD,799,699.125,99.875,1,EA,2018-06-17,6,2018-04-24,2018004,100000029,EMEA,30531,26714.625,3816.375,C,A to Z Fitness,HB,Jebel Ali Free Zone,Box No. 16939,DU,EMEA,24.963277,55.053726,Hybrid Bike
500000067,40,RO-1002,USD,689,602.875,86.125,6,EA,2018-06-17,6,2018-04-24,2018004,100000029,EMEA,30531,26714.625,3816.375,C,A to Z Fitness,RO,Jebel Ali Free Zone,Box No. 16939,DU,EMEA,24.963277,55.053726,Road Bike
500000068,10,CC-1021,USD,1144,1001.0,143.0,10,EA,2018-07-06,6,2018-04-24,2018004,100000010,EMEA,61101,53463.375,7637.625,C,Avante Grande Bikes,CC,Glyntaff,Brynglas Road,GB,EMEA,51.597073,-3.32135,Cyclo-cross Bike
